파일명	전체 pptx
패스트캠퍼스_교육제안서_삼천당제약_생성형 AI를 활용한 Excel PPT 과정.txt	https://drive.google.com/file/d/1iLcG2vlfQRHLapvCSJvhV5gCTPLlWHFQ/view
패스트캠퍼스_교육제안서_현대건설_직무전환자 대상 IT 기초 부트캠프_250220.txt	https://drive.google.com/file/d/1mpb56bYnIYdfvet89rdAr3cD5PEnt9og/view
패스트캠퍼스_교육제안서_대상주식회사_생성형 AI 업무효율화 과정_v1.txt	https://drive.google.com/file/d/1NMpZK0gQvIvJXgW8O0M1Vx66NgJ1sUs9/view
SKT 개발자 대상 커리큘럼_241008.txt	https://drive.google.com/file/d/1-Kn8mB-11heBTE7DsOOn961BrNLsEEdv/view
패스트캠퍼스_SK텔레콤_AI Literacy 전 직군 과정 커리큘럼_241108.txt	https://drive.google.com/file/d/1Vtsygjb8ZyUs34qOmTOSTXD_9KgTR1hP/view
패스트캠퍼스_교육제안서_대륜E&S_DT 인식 개선을 위한 생성형 AI 과정 커리큘럼_241202.txt	https://drive.google.com/file/d/1l7mrKIe7PxWOazJgCmU460Cf5Tv_s9KT/view
FC B2B_LG전자_AX 컨설팅 교육 제안서_250323.txt	https://drive.google.com/file/d/1gm_g3kmP9Gvsiur2FALH-9AO9uQOfOYq/view
에스케이아이이테크놀로지_오프라인 생성형AI 교육_250225.txt	https://drive.google.com/file/d/1tFk1VFIDx1TpH1K0XFaIBCysJb7mMhTt/view
패스트캠퍼스_교육제안서_아난티_생성형 AI 활용 과정 교육 제안서_250522.txt	https://drive.google.com/file/d/17boLfPCiz6Gm3LJxdjvioPKh8ZBXpsMW/view
패스트캠퍼스_교육제안서_유신_AI를 활용한 업무자동화.txt	https://drive.google.com/file/d/1FSpcfJYfNfiCRI1kboauGjtxZujGjJWx/view
패스트캠퍼스_교육제안서_SSG닷컴_실무자를 위한 생성형AI (MD,마케팅)_250109.txt	https://drive.google.com/file/d/1OzkmtKubZ902KgejXo82B_Z8ihbOEQBN/view
패스트캠퍼스_교육제안서_삼성금융연수원_AI 교육 트렌드 특강_250226.txt	https://drive.google.com/file/d/16GFVd6TABg2o44KiwPMgZfKrdcxWiEiG/view
패스트캠퍼스_교육제안서_신세계프라퍼티_생성형AI 전사 도입 워크샵_240228.txt	https://drive.google.com/file/d/1J5Smzdu5V92LaaKr8LTI_A9QCifvwrUO/view
패스트캠퍼스_교육커리큘럼_에스엘_AI 전문가 과정_250527.txt	https://drive.google.com/file/d/1yB6h1MFQGY0hKvqE4pTd5uVmdFZIh4sZ/view
패스트캠퍼스_교육제안서_크레신_생성형AI.txt	https://drive.google.com/file/d/1svnzWoZd6NFVoeg80RV--idx95NDitPW/view
패스트캠퍼스_교육제안서_라이나생명_생성형AI 교육 과정_vf.txt	https://drive.google.com/file/d/1tF6reNa1TdcdXln9oaUDp5EPUNkXLNR3/view
패스트캠퍼스_교육제안서_삼성생명 AI 업무 활용 특강(WM팀) 제안서_250520.txt	https://drive.google.com/file/d/10ieAIvC4iKE-PHd6U430afbjgJdui9uF/view
패스트캠퍼스_교육제안서_우리금융그룹_25년 신사업 연수 과정_250521.txt	https://drive.google.com/file/d/1rt4bkFIit6Hp7ndtIb7SgkOl2eANdnKT/view
패스트캠퍼스_교육커리큘럼_롯데칠성음료_생성형 AI 과정(강사 공유용).txt	https://drive.google.com/file/d/1m392LSvbhopIVzRQax7iZBlvfJIpfSrS/view
(vf)패스트캠퍼스_교육제안서_삼성증권_생성형AI 아카데미 교육과정 교육제안서(250331).txt	https://drive.google.com/file/d/1zH97pVcPvurvVWw93Z-d5Guwrn8mL9Cx/view
패스트캠퍼스_교육제안서_휴롬엘에스_업무 효율성 증대를 위한 생성형 AI 활용 과정_250522.txt	https://drive.google.com/file/d/1XB1LkSssxXjBpjiqglkIgUT-1d-ON8pN/view
패스트캠퍼스_교육제안서_미코_생성형 AI 교육_250521.txt	https://drive.google.com/file/d/1lp9eFx0USSbRPT2Xr0irGyMamfc0k3Kg/view
패스트캠퍼스_교육제안서_삼성생명 WM팀 AI 업무 활용 특강 제안서_250520.txt	https://drive.google.com/file/d/1mkUenSZcX9JM34IGPW1mMn4To3vmjFXo/view
패스트캠퍼스_교육제안서_LS메카피온_생성형AI 기초 활용 과정.txt	https://drive.google.com/file/d/1Dp09COOHryEc52vZKMgeoOuGRpkXk1C4/view
패스트캠퍼스_교육제안서_유안타증권_생성형AI 교육 과정_250519.txt	https://drive.google.com/file/d/1adxtxjrhhkAOpuaDUWf0vN1-PB1xubqF/view
패스트캠퍼스_교육제안서_KT_AI 역량향상 교육 기획·운영 및 교육 콘텐츠 제작_250411.txt	https://drive.google.com/file/d/1-O_YJ0hLK4VKvfqHLCtF_qatRClYpZm0/view
패스트캠퍼스_교육제안서_한섬_디자이너를 위한 생성형 AI_250516.txt	https://drive.google.com/file/d/12HSVJ5UG61DiIs-yUsLc6OHIOieJUiuE/view
패스트캠퍼스_교육제안서_KCH그룹_AI 인사이트 특강_20250515.txt	https://drive.google.com/file/d/1ckFUaqIOILO9qIDqkEBLSGBNIuczPZUu/view
(2차) 패스트캠퍼스_교육제안서_신세계 프라퍼티_전사 생성형 AI 도입 과정_250514.txt	https://drive.google.com/file/d/1-PDirw16INL-7v1chmHw687JTcUfeRET/view
패스트캠퍼스_교육제안서_농협손해보험_생성형AI교육_250513.txt	https://drive.google.com/file/d/1L3IWkOGUdgJy8VIYCSCBDRdsvQi2UIAY/view
패스트캠퍼스_교육제안서_현대자동차_`25년 생성형 AI 콘텐츠 개발 및 공모전_vf.txt	https://drive.google.com/file/d/1osyVucscXjukq4faK79Ai0t19zRwrfTj/view
패스트캠퍼스_교육제안서_에스티로더코리아_Copilot을 활용한 업무 효율화_250203.txt	https://drive.google.com/file/d/1HE88pt5l9AU4PMWRz5hH_KJEZVnCkT21/view
패스트캠퍼스_교육제안서_2025 현대글로비스 DT 컬리지 입찰_250415.txt	https://drive.google.com/file/d/1aP4mmJmHlXGgh6BpMJKBwVtkTL39pjXg/view
패스트캠퍼스_교육제안서_NE능률_경영진 대상 생성형AI_250512_vf.txt	https://drive.google.com/file/d/1EtVcGVJFKgtgo7XZb8XXADFaD6uqCmJb/view
패스트캠퍼스_교육제안서_NE능률_생성형AI_vf.txt	https://drive.google.com/file/d/1foZYRDphDaKqjNGLA8MxDvhdksLVDk6O/view
패스트캠퍼스_교육제안서_제일기획_AI활용 영상제작 특강 제안서(250508).txt	https://drive.google.com/file/d/1TQz7t551EvxvXNPW6-5IDUY1BbQKyAMk/view
패스트캠퍼스_S-OIL_생성형 AI 교육체계 과정 수행 용역_제출용.txt	https://drive.google.com/file/d/1Jx9PP2GzCp-a-5MSKCLxfeHaDBA5tXzz/view
패스트캠퍼스_교육제안서_KT알파_생성형AI 비즈니스 활용 과정.txt	https://drive.google.com/file/d/1WfsRtkNM6CGqpLCT3C33XANur78325tN/view
패스트캠퍼스_교육제안서_한솔홀딩스_생성형AI 활용 실습 과정_250507.txt	https://drive.google.com/file/d/1yO8yRdyPqeU3yHTElCjkiFOgqcqtUlf1/view
패스트캠퍼스_제안서_LG전자_생성형AI 특강_vf.txt	https://drive.google.com/file/d/1pYMhtEqWQe7Xg57Y61As9VHf4f6U-zXt/view
패스트캠퍼스_교육제안서_휴롬엘에스_생성형 AI 활용 기초 과정_250502.txt	https://drive.google.com/file/d/1N0TNt6LIDKB20EeaEcRO7OtkOzLHUDu7/view
패스트캠퍼스_교육제안서_GS건설_생성형AI 교육과정_250430.txt	https://drive.google.com/file/d/1XtG9meKCxg1SJr9gYMXyRsrXA1lYjWTg/view
패스트캠퍼스_교육제안서_GS건설_단계별 데이터, AI 교육.txt	https://drive.google.com/file/d/1-XXb4vOzKrJmiiYoUU3ipdK6UeqsLKrb/view
패스트캠퍼스_교육제안서_상상인_생성형AI_vf .txt	https://drive.google.com/file/d/1IE36P_varO5miJfiKKkbPC9ERWKYkq2p/view
(vf) 패스트캠퍼스_교육제안서_에코비트_생성형AI Level-up 과정 (250428).txt	https://drive.google.com/file/d/1iCf5R0JxYWtaORrkNF0nEAul86BEn1Pl/view
패스트캠퍼스_교육제안서_파괴연구소_생성형 AI 활용 과정 (브랜드광고기획, 마케팅콘텐츠)_250423.txt	https://drive.google.com/file/d/1IevUjT_kelfZ7bHPp-0C4G5rT_eM3Nig/view
패스트캠퍼스_제안서_삼성증권_생성형AI 특강&1일과정_240820.txt	https://drive.google.com/file/d/1sXduihZvC-QQO0toeVKzEaoMpzYDk8Aa/view
패스트캠퍼스_제안서_제일기획_생성형AI 활용 MS Office 교육_241025.txt	https://drive.google.com/file/d/1MuwMoX0dCxNHZxUm183suxWdNuDH30eS/view
패스트캠퍼스_교육제안서_이노션_생성형 AI를 활용한 콘텐츠 제작_250415.txt	https://drive.google.com/file/d/1BQdcgWu41WpNwucwxGrm9QA84KvY1lr_/view
패스트캠퍼스_교육제안서_(주)영풍_생성형AI_vf.txt	https://drive.google.com/file/d/1QaiH5XMcUY_KU2J7mafcoGR_KvogePu9/view
패스트캠퍼스_교육제안서_2025 두산 변화관리담당자 대상 AI 아카데미_250414.txt	https://drive.google.com/file/d/1aX0VLejIYh1i6gptgTwczRjxFXta6x_2/view
패스트캠퍼스_교육제안서_엘비휴넷_생성형 AI 업무 활용 과정_250411.txt	https://drive.google.com/file/d/1ztF2H5WmvROK9Hv0MD6pF6DklH8qcrpZ/view
패스트캠퍼스_교육제안서_롯데지알에스_생성AI 활용 엑셀 과정_VF.txt	https://drive.google.com/file/d/1AKMpo7QbPyWvNmgLDkbPyS22TKlKo8b0/view
패스트캠퍼스_교육제안서_포스코인재창조원_25년도 포스코그룹 제로톤_250410.txt	https://drive.google.com/file/d/17n0HZu9ySU_Ub2qlXG6O6rFWxOXz1-HD/view
패스트캠퍼스_교육제안서_모빌라이즈파이낸셜서비스_리더 대상 생성형 AI 기초_250409.txt	https://drive.google.com/file/d/1K4vAfVBPS7eg2mEgjhVT6XHJ9sYJz_H_/view
패스트캠퍼스_교육제안서_삼천리_2025 생성형 AI 활용 교육과정.txt	https://drive.google.com/file/d/1ZMFJI-C03Nh_7FgXmB438pPzs6SziKGY/view
패스트캠퍼스_신원_AI 리터러시 교육 커리큘럼.txt	https://drive.google.com/file/d/1l5ZIXnnKtdwIVk3Gnh7z6cWTgDpOQW0h/view
패스트캠퍼스_교육제안서_(주)인성_생성형AI_vf.txt	https://drive.google.com/file/d/1fLvUDaaaI7gHwEjF0-vpwyojs5RHmCAQ/view
패스트캠퍼스_삼기_교육제안서_생성형 AI 교육_250402.txt	https://drive.google.com/file/d/1wLleJD8PIe2UMnQLmbLNMu7UDYvRSyEE/view
패스트캠퍼스_신세계라이브쇼핑_레퍼런스 자료_240228.txt	https://drive.google.com/file/d/1OLqULZ2RIjk1SE4JTdXgnpPUUqXdgE5k/view
패스트캠퍼스_교육제안서_대학내일_AI를 활용한 BX 프로세스(250331).txt	https://drive.google.com/file/d/15-7jUXXBHDaKC0czO9xBK0LH99y6DqcH/view
패스트캠퍼스_제안서_삼성생명_신입사원 생성형AI 업무활용_240814.txt	https://drive.google.com/file/d/1VUWB3z9CMq79u7NBkauX3bAe4vsuS2Ld/view
패스트캠퍼스_교육제안서_디에스디삼호_생성형AI_250327.txt	https://drive.google.com/file/d/1UI3YOQde9v0HTEFlc7eZWa1HxldKmwMt/view
패스트캠퍼스_교육제안서_토글캠퍼스_데이터 분석 및 AI 실무 과정 .txt	https://drive.google.com/file/d/17KrO_58wR2dm6O5SUKSpvHSt5NSYvbUo/view
패스트캠퍼스_교육제안서_바인그룹_생성형AI 비즈니스 활용 과정_241010.txt	https://drive.google.com/file/d/14FuoFHPDxAeEPdka-eg60FkrWuzB5qFk/view
패스트캠퍼스_교육제안서_두산에너빌리티_생성형AI.txt	https://drive.google.com/file/d/1E3a8hCAEztMhGc8KKYOJaPUQ_q2oUyxi/view
패스트캠퍼스_교육제안서_HL인재개발원_25년도 팀장 AI 리더십 과정_250321_수정.txt	https://drive.google.com/file/d/1ssJGsT19I5vupy7iZQre6hrRDeAeZLAu/view
패스트캠퍼스_제안서_삼성생명_생성형AI 특강(250320).txt	https://drive.google.com/file/d/1aMk6J1h0QFZJu9rkynpveCX7gXBR5Mub/view
패스트캠퍼스_교육제안서_LS전선_생성형AI(공통, 심화).txt	https://drive.google.com/file/d/13m0jZUEXqskevYFW-7AjYHcKoadtsaNV/view
패스트캠퍼스_교육제안서_아워홈_리더대상 생성형AI 특강_교육제안서(250318)).txt	https://drive.google.com/file/d/1APA2Q-2Gc4W2x_-ykaun0ff1fFVrTT7b/view
패스트캠퍼스_교육제안서_코스맥스비티아이_DX Academy 과정.txt	https://drive.google.com/file/d/13_fUqPMW2ows90mrLCtU5hWjwD7L3UYI/view
패스트캠퍼스_제안서_암젠코리아_생성형AI 특강(250317).txt	https://drive.google.com/file/d/1othqG1HLPM12F2EuHkMXcqEXLRW05lee/view
패스트캠퍼스_제안서_스노우_미드저니&스테이블디퓨전 특강_240909.txt	https://drive.google.com/file/d/1YKqkFG7vWPhngK4CrRGWsJQbusRt6a1Z/view
패스트캠퍼스_제안서_동아일보_콘텐츠제작 생성형AI 활용교육_241021.txt	https://drive.google.com/file/d/1e6fuAyn9Q_TLNU4vfkHZ5QgKZFM2WApt/view
패스트캠퍼스_교육제안서_KT알파_생성형 AI 실무 활용 과정_240905.txt	https://drive.google.com/file/d/17jEAOsqrHMxXvjlT488vedxOpAcHyALV/view
패스트캠퍼스_교육제안서_유진아이티서비스_임원대상 AI 기초 과정 교육제안서(250307)).txt	https://drive.google.com/file/d/1ywlY16tCaVPV-7gpZ77znvl-SnVOn3aI/view
패스트캠퍼스_교육제안서_파르나스호텔_팀장 대상 생성형 AI 교육.txt	https://drive.google.com/file/d/115Tv1GXpKs2-Os1596Ij6VKV55P1-j36/view
패스트캠퍼스_교육제안서_메타바이오메드_전사 대상 생성형 AI 교육.txt	https://drive.google.com/file/d/1kCEUAdEpmipkYbL2SVCbLRb0WYeW1jWC/view
패스트캠퍼스_신세계백화점_승격자 대상 생성형AI 리터러시 과정_240310.txt	https://drive.google.com/file/d/1oqucEct6p2F6oFOzafcFNlONTWHk72Lz/view
패스트캠퍼스_교육제안서_불스원_생성형 AI 활용 교육_250310.txt	https://drive.google.com/file/d/17hwg6ztepOb1nKCweKV-gAk6W69g15HL/view
패스트캠퍼스_교육제안서_동서식품_25년도 직무별 생성형 AI 활용 과정(Copilot)_250305.txt	https://drive.google.com/file/d/1b6cGA4X_ACM_j68nynstVGwT9oxruO2C/view
패스트캠퍼스_교육제안서_LG전자_브랜드 커뮤니케이션 직무 대상 생성형 AI 활용 과정_250303.txt	https://drive.google.com/file/d/1ktGVDJsIMzTh3wruY9OWcA_Zlv3umbfJ/view
패스트캠퍼스_교육제안서_GC_25년 AI 아카데미_250226.txt	https://drive.google.com/file/d/1TL-dNNMAxbLnUAK12NdZ1UmLiR9Miq6s/view
패스트캠퍼스_교육제안서_효성TNS_직책자 대상 AI 특강 제안서(250226).txt	https://drive.google.com/file/d/1wOV5zBr6PG6YbjkFSclUr0zfHO7l0wQp/view
패스트캠퍼스_교육제안서_캐논코리아_생성형 AI 1일특강_250219.txt	https://drive.google.com/file/d/1GIr087V_9vOBxnrSIG4OIEvG-wImeLsZ/view
패스트캠퍼스_교육제안서_SK텔링크_2025년 생성형AI 활용 과정_250220.txt	https://drive.google.com/file/d/1WiXlDyR0v38Pc2Z7k73GnO2HhL7KesOG/view
패스트캠퍼스_교육제안서_롯데멤버스_생성형 AI를 활용한 업무 Skill-up 과정_250219.txt	https://drive.google.com/file/d/1jlZoFqV9UBONQBDgXJdvJXuFzFzfAM2i/view
패스트캠퍼스_교육제안서_코리안리재보험_2025 생성형 AI 신입사원교육.txt	https://drive.google.com/file/d/1rQB_5jakVeLFD1_-u8-pCIWfL8Ga2Zsq/view
패스트캠퍼스_교육제안서_뷰웍스_AI스킬업.txt	https://drive.google.com/file/d/1wtu_xgYfMavx8hwbt8t96LmVFWKdznSs/view
패스트캠퍼스_교육제안서_한국문화진흥_생성형 AI 기술 교육_240206.txt	https://drive.google.com/file/d/1Adfim0yOOlym0yfBb43hFM_uAq5V0e85/view
패스트캠퍼스_교육제안서_풀무원_임원 대상 생성형 AI 활용 과정_250218.txt	https://drive.google.com/file/d/1ATPHkbk2SNc1KWf7ya68vAXB9nfuVtZH/view
패스트캠퍼스_교육제안서_캐논코리아_2024 생성형 AI 프로젝트 교육과정.txt	https://drive.google.com/file/d/1F_k6-ZdwjJUgqbdugQGoh7TO9_7-2Kdt/view
패스트캠퍼스_교육제안서_DMC_생성형AI 기초 과정_240304.txt	https://drive.google.com/file/d/1ZD7nwrBYtOUVxHNyes2PpNf_4CkUz9Wg/view
패스트캠퍼스_교육제안서_라온시큐어_생성형AI 활용 과정_개발자_241121.txt	https://drive.google.com/file/d/1XimaqKYIrXRNsiAIhyV3lPtNDFeNACb4/view
패스트캠퍼스_교육제안서_GS리테일_생성형 AI 업무 활용 심화 과정_240828.txt	https://drive.google.com/file/d/1gbdfyEAzq54IieCz05SGMBEk3kRhtMI2/view
패스트캠퍼스_교육제안서_삼성화재_콘텐츠 마케팅 과정_240816.txt	https://drive.google.com/file/d/1eExl8RGXjKtkIw9IYOWUAN-C2L_ozdBA/view
패스트캠퍼스_제안서_삼성생명_MEClass 제안서_241108.txt	https://drive.google.com/file/d/1kdkswVnp9MXtppuKuz7oHWOA0AygJRYv/view
패스트캠퍼스_교육제안서_앨엔에프_생성형AI 기초_250211.txt	https://drive.google.com/file/d/1BdCISqsObL63EvqpctFVqwbooTPFnlPS/view
패스트캠퍼스_교육 커리큘럼_KT ds_MS Product를 활용한 개발 과정_250208.txt	https://drive.google.com/file/d/1tjv0Rn5cNeEUHBA0FdfWb-lc7dUGmWSa/view
패스트캠퍼스_교육제안서_롯데멤버스_생성형AI특강_250206.txt	https://drive.google.com/file/d/11bJ9GRECy8q_zTy8_Kh8CAVXxOqx4y91/view
패스트캠퍼스_교육제안서_디어포스_경영진 생성형AI 특강_240221.txt	https://drive.google.com/file/d/1G5BSMW26Q7quq5f8KiPRu__8X-_xd6eF/view
패스트캠퍼스_제안서_오토데스크코리아_AI마케팅교육_240904.txt	https://drive.google.com/file/d/16H89hUDdsAr15ErPoyWquSnW13Wkaa2t/view
패스트캠퍼스_제안서_컴투스_AI업무활용교육_240730 (Final).txt	https://drive.google.com/file/d/1-RrOmQQAKxFCAvj5rtV8T5SuqkkOPJeP/view
패스트캠퍼스_교육제안서_한섬_생성형AI를 활용한 이커머스 업무 혁신.txt	https://drive.google.com/file/d/17zmiCMdXqP4PoX-SKAxMFbKMuAZiX1aS/view
패스트캠퍼스_풍성_생성형AI 과정(개발자대상) 커리큘럼_250113.txt	https://drive.google.com/file/d/1T49XuqVgxQHCmn16hegKz_E49PCIepua/view
패스트캠퍼스_교육제안서_캐논코리아_생성형 AI 1-day 특강 - 240308.txt	https://drive.google.com/file/d/1-iYJrAdChI_nM8Ed7cMDzGsOrO9eUawh/view
패스트캠퍼스_교육제안서_S-OIL_신입사원 대상_생성형AI 활용 과정_241206.txt	https://drive.google.com/file/d/1aNVEjid5Yo4xtB59yJn5OkujoeB6rnYw/view
패스트캠퍼스_교육제안서_서브원_2025 핵심인재대상 생성형 AI 교육과정.txt	https://drive.google.com/file/d/1s8DBW64u3FA_qiKIAZmY-wD4s1Fmg9pN/view
패스트캠퍼스_교육제안서_아이엠유페이_25년도 생성형AI 업무활용_241204.txt	https://drive.google.com/file/d/1v_SnC_j1DWYiG_uLOV7UADWP5p8RQAA_/view
패스트캠퍼스_교육제안서_롯데홈쇼핑_생성형AI 비즈니스 활용 과정_240715.txt	https://drive.google.com/file/d/1NtuyfD8Hc_Rb9tEfrtGbSw0szJ2-coAq/view
패스트캠퍼스_LG전자_AI Engineering 리스킬링_240821 발표용.txt	https://drive.google.com/file/d/1uERbi4L0EFvpNQiVOiQ_9r3lSM1MqruY/view
패스트캠퍼스_교육제안서_이노션_실무자를 위한 생성형 AI 과정_240419.txt	https://drive.google.com/file/d/10KOcynt1gTmpBFyxoCgRw8JuL2S-x-9p/view
패스트캠퍼스_교육제안서_현대해상 하이인재원_2025 디지털교육_241227.txt	https://drive.google.com/file/d/1tbAwN3fwmHBFBxlFClouf9iAA0GPRmMk/view
패스트캠퍼스_교육커리큘럼_삼성화재서비스_신입사원을 위한 생성형 AI 특강_241219.txt	https://drive.google.com/file/d/1DFw4qhAYhZiysHA-6IhoZPdnbOFJOzZl/view
패스트캠퍼스_교육제안서_한국시세이도_생성형AI 비즈니스 활용 과정.txt	https://drive.google.com/file/d/1SZ6EqbIhQDtThlibbGWKkYt7iH0aNTAj/view
패스트캠퍼스_제안서_SK아카데미_신입사원 대상 생성형AI과정(241211)_vf.txt	https://drive.google.com/file/d/1vCMQlLiPgRykKYxn7zBtWbKtqg8LY2nX/view
패스트캠퍼스_교육제안서_롯데지알에스_생성형 AI 특강_240221_최종본.txt	https://drive.google.com/file/d/1zGHb6qr-aTkn8IO0dv5Y_FtRszx0pwy8/view
패스트캠퍼스_교육제안서_풍산_업무Skill-up교육_생성형AI공통과정_241210.txt	https://drive.google.com/file/d/1lNtkK-uveNHQf8VwyuBKFY0d5e-UVlz_/view
패스트캠퍼스_교육제안서_LG CNS_인턴사원 생성형AI 업무활용 과정.txt	https://drive.google.com/file/d/1HXx06jtbgASaTWmv510Wyr9fKwLzFwWz/view
패스트캠퍼스_교육제안서_LG유플러스_2025 DTAI_241125.txt	https://drive.google.com/file/d/1MdhdyeBFnJHKc3Wm1ld066V9Zy6K2h45/view
패스트캠퍼스_교육제안서_빙그레_2025 영업·생산 직군 대상 AI 교육과정_(241015).txt	https://drive.google.com/file/d/1INPaRn6Wu1HEwMx9yaZ0AC46xJ5jI3Pu/view
패스트캠퍼스_교육제안서_롯데마트_생성형 AI 특강_240312_최종본.txt	https://drive.google.com/file/d/1e3VdvKylFUjvXiYOg0TY2Pse4jV1-t2j/view
패스트캠퍼스_교육제안서_CJ올리브네트웍스_2024년도 DT아카데미 ChatGPT 추가 제안 과정_240910.txt	https://drive.google.com/file/d/1x7H7Zf-BsZoAZOIfQHdshCfWcrYuIuYN/view
패스트캠퍼스_교육제안서_한국투자신탁운용_생성형AI를 활용한 업무효율화 과정_241010.txt	https://drive.google.com/file/d/1SBbp_8cIKRJeW8-MN1i3jNXSEPAt_omM/view
패스트캠퍼스_교육제안서_한국타이어_신입사원생성형AI교육과정_241128.txt	https://drive.google.com/file/d/1w_A5C0f3YhEEas812uEfYN705uESFqgw/view
패스트캠퍼스_교육제안서_LS ELECTRIC_업무 효율성 향상을 위한 생성형 AI 특강_240814.txt	https://drive.google.com/file/d/1_sDjaQ7FnO_Wpadt7R4gjXBQon_WORZy/view
패스트캠퍼스_교육제안서_S-OIL_2024년 생성형 AI 활용 교육_241112.txt	https://drive.google.com/file/d/1TnzKOH5e_yDiUyJwlRJE9L7mOp0-Fg2N/view
패스트캠퍼스_교육제안서_한국타이어앤테크놀로지_생성형AI과정_241126.txt	https://drive.google.com/file/d/1ctiwoj63W-grF5PeGSsZCH6lTUJW6rT0/view
패스트캠퍼스_교육제안서_라온시큐어_생성형AI 활용 과정_241119.txt	https://drive.google.com/file/d/17U88EnqjVUu0EKDGNBc9BopOn46fnjz1/view
패스트캠퍼스_교육제안서_카카오모빌리티_생성형 AI 고급 과정.txt	https://drive.google.com/file/d/118Z_eh0cYdTWmnknjpt85NRgdhkQEOX7/view
패스트캠퍼스_교육제안서_삼성화재_생성형 AI로 마케팅 콘텐츠 제작 과정_240923.txt	https://drive.google.com/file/d/1YDdaFBqqzyDmH8TJewqU5zoVoMqHkT7q/view
패스트캠퍼스_교육제안서_LG CNS_개발자 대상 LLM 과정_241015.txt	https://drive.google.com/file/d/1XtI34wLQFSDzIR6yGt6uWTiG3JKuV8al/view
패스트캠퍼스_교육제안서_우리투자증권_Chat GPT 및 엑셀 업무 적용 기본 과정_241101.txt	https://drive.google.com/file/d/1UAfqU85hmiA__pmFCae2z2xNdVPtLCJF/view
패스트캠퍼스_교육제안서_IBK투자증권_직무별 생성형 AI 활용 과정_240617.txt	https://drive.google.com/file/d/1EeWjsJ3V6yrB9WDeze2fuTuzyEfiwlj6/view
패스트캠퍼스_교육제안서_삼성전자_MX사업부_생성형 AI 활용을 위한 아이데이션 특강_241023.txt	https://drive.google.com/file/d/1HCULe7VpV1RPmqdzajkZLnqCKwExDKRy/view
패스트캠퍼스_교육제안서_SKT_생성형 AI 과정 for HRD_241021.txt	https://drive.google.com/file/d/1-e9fW0iCs3B_vlWOHXDeIwqS4AdBbnJo/view
패스트캠퍼스_교육제안서_동서식품_신입사원 생성형AI 업무활용_241024.txt	https://drive.google.com/file/d/1Dq9OgK9q379s5NWXN3OwqFVKVJ6Njr47/view
패스트캠퍼스_교육제안서_한화모멘텀_일잘러가 되기 위한 생성형 AI 활용 과정_240902.txt	https://drive.google.com/file/d/1y9u8-rd2eojgjIf-E8I8WEekRL0cV59F/view
패스트캠퍼스_교육제안서_풍성_AI Tool을 활용한 업무 효올 향상 과정_241021.txt	https://drive.google.com/file/d/1IMGi7h4DgFmockFKDqi8YbbnJ03GMEGJ/view
패스트캠퍼스_교육제안서_한국다이이찌산쿄_생성형 AI 활용 교육_v1.txt	https://drive.google.com/file/d/1LEF_Yhi_yskNLVuuXgQoKqWe8STx-LP7/view
패스트캠퍼스_교육제안서_레고랜드코리아_생성형AI 과정_240808.txt	https://drive.google.com/file/d/1rbI0_Vony5TzHgQnouwWbi7KyYrOUT67/view
패스트캠퍼스_교육제안서_에스티인터네셔널_ChatGPT 비즈니스 활용 과정_240809.txt	https://drive.google.com/file/d/14eRiOjPT82nQLdDMjkfAVLmVprW6O6gq/view
패스트캠퍼스_교육제안서_세방_ChatGPT 비즈니스 활용 과정_240829.txt	https://drive.google.com/file/d/1ssfiWM2DibP8Bp3ELHdVx690ku9ErJe_/view
패스트캠퍼스_LG전자_생성형AI 교육 제안서_240827.txt	https://drive.google.com/file/d/1YSA_PAPSUqnrr1LB026IMpHMuvDD7tlw/view
패스트캠퍼스_교육제안서_세스코_실무자를 위한 생성형 AI 활용 과정_240826.txt	https://drive.google.com/file/d/19apYWiHypLQNwJrbK7yatPhUmBQqDlw9/view
패스트캠퍼스_제안서_코리안리재보험_생성형 AI OA 활용 실습(기초)_240411.txt	https://drive.google.com/file/d/1KRU5eEpEzX57bgHvQZawNnkcLV362O40/view
패스트캠퍼스_교육제안서_브이엔티지_서비스 개발을 위한 생성형 AI 입문 과정.txt	https://drive.google.com/file/d/1prcVfsCa7R7BCIt92bGLqgO8JsJr1C63/view
패스트캠퍼스_커리큘럼제안서_S-OIL_생성형 AI 활용 교육 (STEP 1-2)_240627.txt	https://drive.google.com/file/d/1b3JLUWz-9dG1gim_2zyJX4M1vt70g0mO/view
패스트캠퍼스_교육제안서_케이비에스_생성형AI 비즈니스 활용 과정_240820.txt	https://drive.google.com/file/d/1-9KQxcDcMTBXuWyuQ10RfGn2LwIkxQOd/view
패스트캠퍼스_홈앤서비스_AI를 활용한 DT전문가 양성과정_vf.txt	https://drive.google.com/file/d/10kosX2wXXnt9-Ofrijeh5pxGRklkJ2M4/view
패스트캠퍼스_교육제안서_현대홈쇼핑_생성형AI 비즈니스 활용 과정_240715.txt	https://drive.google.com/file/d/17xAqcP5pTxKn3gBmnwzll_uR-zYHru7s/view
패스트캠퍼스_교육제안서_코리아에셋투자증권_생성형 AI특강_240709.txt	https://drive.google.com/file/d/16Gq_aeWXkQQM_PezrWLdyZcg-XHQjTDr/view
